id; stop; times; type_of_day; information
206-16h30;206;{'Ponta Delgada': '16h30', 'Av Principe Mónaco': '16h35', 'Ponta Delgada - Ramalho': '16h37', 'Relva - Canto da Pia': '16h42', 'Feteiras - Igreja': '16h57', 'Feteiras - Biscoito': '17h00', 'Candelária - Centro': '17h05', 'Candelária - Socorro': '17h10', 'Ginetes - Igreja': '17h15', 'Varzea': '17h20', 'Mosteiros - Ramal': '17h25', 'Mosteiros - Igreja': '17h30', 'Mosteiros - Banda de Além': '17h35'};WEEKDAY;None
206-17h30;206;{'Ponta Delgada': '17h30', 'Av Principe Mónaco': '17h35', 'Ponta Delgada - Ramalho': '17h37', 'Relva - Canto da Pia': '17h42', 'Feteiras - Igreja': '17h57', 'Feteiras - Biscoito': '18h00', 'Candelária - Centro': '18h05', 'Candelária - Socorro': '18h10', 'Ginetes - Igreja': '18h15', 'Varzea': '18h20', 'Mosteiros - Ramal': '18h25', 'Mosteiros - Igreja': '18h30', 'Mosteiros - Banda de Além': '18h35'};WEEKDAY;None
206-18h50;206;{'Ponta Delgada': '18h50', 'Av Principe Mónaco': '18h55', 'Ponta Delgada - Ramalho': '18h57', 'Relva - Canto da Pia': '19h02', 'Feteiras - Igreja': '19h17', 'Feteiras - Biscoito': '19h20', 'Candelária - Centro': '19h25', 'Candelária - Socorro': '19h30', 'Ginetes - Igreja': '19h35', 'Varzea': '19h40', 'Mosteiros - Ramal': '19h45', 'Mosteiros - Igreja': '19h50', 'Mosteiros - Banda de Além': '19h55'};WEEKDAY;None
206-06h15;206;{'Mosteiros - Banda de Além': '06h15', 'Mosteiros - Igreja': '06h20', 'Mosteiros - Ramal': '06h25', 'Varzea': '06h30', 'Ginetes - Igreja': '06h35', 'Candelária - Socorro': '06h40', 'Candelária - Centro': '06h48', 'Feteiras - Biscoito': '06h50', 'Feteiras - Igreja': '06h53', 'Relva - Canto da Pia': '07h08', 'Ponta Delgada - Ramalho': '07h11', 'Ponta Delgada - Hospital': '07h30', 'Ponta Delgada': '07h20'};WEEKDAY;None
206-07h05;206;{'Mosteiros - Banda de Além': '07h05', 'Mosteiros - Igreja': '07h10', 'Mosteiros - Ramal': '07h15', 'Varzea': '07h20', 'Ginetes - Igreja': '07h25', 'Candelária - Socorro': '07h30', 'Candelária - Centro': '07h38', 'Feteiras - Biscoito': '07h40', 'Feteiras - Igreja': '07h43', 'Relva - Canto da Pia': '07h58', 'Ponta Delgada - Ramalho': '08h01', 'Ponta Delgada - Hospital': '08h20', 'Ponta Delgada': '08h10'};WEEKDAY;None
206-09h05;206;{'Mosteiros - Banda de Além': '09h05', 'Mosteiros - Igreja': '09h10', 'Mosteiros - Ramal': '09h15', 'Varzea': '09h20', 'Ginetes - Igreja': '09h25', 'Candelária - Socorro': '09h30', 'Candelária - Centro': '09h38', 'Feteiras - Biscoito': '09h40', 'Feteiras - Igreja': '09h43', 'Relva - Canto da Pia': '09h58', 'Ponta Delgada - Ramalho': '10h01', 'Ponta Delgada': '10h10'};WEEKDAY;None
206-12h05;206;{'Mosteiros - Banda de Além': '12h05', 'Mosteiros - Igreja': '12h10', 'Mosteiros - Ramal': '12h15', 'Varzea': '12h20', 'Ginetes - Igreja': '12h25', 'Candelária - Socorro': '12h30', 'Candelária - Centro': '12h38', 'Feteiras - Biscoito': '12h40', 'Feteiras - Igreja': '12h43', 'Relva - Canto da Pia': '12h58', 'Ponta Delgada - Ramalho': '13h01', 'Ponta Delgada - Hospital': '13h20', 'Ponta Delgada': '13h10'};WEEKDAY;None
206-14h45;206;{'Mosteiros - Banda de Além': '14h45', 'Mosteiros - Igreja': '14h50', 'Mosteiros - Ramal': '14h55', 'Varzea': '15h00', 'Ginetes - Igreja': '15h05', 'Candelária - Socorro': '15h10', 'Candelária - Centro': '15h18', 'Feteiras - Biscoito': '15h20', 'Feteiras - Igreja': '15h23', 'Relva - Canto da Pia': '15h38', 'Ponta Delgada - Ramalho': '15h41', 'Ponta Delgada': '15h50'};WEEKDAY;None
206-16h35;206;{'Mosteiros - Banda de Além': '16h35', 'Mosteiros - Igreja': '16h40', 'Mosteiros - Ramal': '16h45', 'Varzea': '16h55', 'Ginetes - Igreja': '17h00', 'Candelária - Socorro': '17h10', 'Candelária - Centro': '17h18', 'Feteiras - Biscoito': '17h20', 'Feteiras - Igreja': '17h25', 'Relva - Canto da Pia': '17h40', 'Ponta Delgada - Ramalho': '17h45', 'Ponta Delgada': '17h55'};WEEKDAY;None
206-06h15;206;{'Mosteiros - Banda de Além': '06h15', 'Mosteiros - Igreja': '06h20', 'Mosteiros - Ramal': '06h25', 'Varzea': '06h30', 'Ginetes - Igreja': '06h35', 'Candelária - Socorro': '06h40', 'Candelária - Centro': '06h45', 'Feteiras - Biscoito': '06h50', 'Feteiras - Igreja': '06h53', 'Relva - Igreja': '07h08', 'Relva - Canto da Pia': '07h13', 'Ponta Delgada - Ramalho': '07h16', 'Ponta Delgada - Hospital': '07h35', 'Ponta Delgada': '07h23'};SATURDAY;None
206-07h05;206;{'Mosteiros - Banda de Além': '07h05', 'Mosteiros - Igreja': '07h10', 'Mosteiros - Ramal': '07h15', 'Varzea': '07h20', 'Ginetes - Igreja': '07h25', 'Candelária - Socorro': '07h30', 'Candelária - Centro': '07h35', 'Feteiras - Biscoito': '07h40', 'Feteiras - Igreja': '07h43', 'Relva - Canto da Pia': '07h58', 'Ponta Delgada - Ramalho': '08h01', 'Ponta Delgada - Hospital': '08h20', 'Ponta Delgada': '08h08'};SATURDAY;None
206-09h05;206;{'Mosteiros - Banda de Além': '09h05', 'Mosteiros - Igreja': '09h10', 'Mosteiros - Ramal': '09h20', 'Varzea': '09h20', 'Ginetes - Igreja': '09h25', 'Candelária - Socorro': '09h30', 'Candelária - Centro': '09h35', 'Feteiras - Biscoito': '09h40', 'Feteiras - Igreja': '09h43', 'Relva - Canto da Pia': '09h58', 'Ponta Delgada - Ramalho': '10h01', 'Ponta Delgada': '10h08'};SATURDAY;None
206-14h45;206;{'Mosteiros - Banda de Além': '14h45', 'Mosteiros - Igreja': '14h50', 'Mosteiros - Ramal': '14h55', 'Varzea': '15h00', 'Ginetes - Igreja': '15h05', 'Candelária - Socorro': '15h10', 'Candelária - Centro': '15h15', 'Feteiras - Biscoito': '15h20', 'Feteiras - Igreja': '15h43', 'Relva - Igreja': '15h38', 'Relva - Canto da Pia': '15h41', 'Ponta Delgada - Ramalho': '15h44', 'Ponta Delgada': '15h51'};SATURDAY;None
206-16h35;206;{'Mosteiros - Banda de Além': '16h35', 'Mosteiros - Igreja': '16h40', 'Mosteiros - Ramal': '16h45', 'Varzea': '16h50', 'Ginetes - Igreja': '16h55', 'Candelária - Socorro': '17h00', 'Candelária - Centro': '17h05', 'Feteiras - Biscoito': '17h20', 'Feteiras - Igreja': '17h25', 'Relva - Canto da Pia': '17h40', 'Ponta Delgada - Ramalho': '17h45', 'Ponta Delgada': '17h53'};SATURDAY;None
206-07h00;206;{'Mosteiros - Banda de Além': '07h00', 'Mosteiros - Igreja': '07h05', 'Mosteiros - Ramal': '07h10', 'Varzea': '07h15', 'Ginetes - Igreja': '07h20', 'Candelária - Socorro': '07h25', 'Candelária - Centro': '07h30', 'Feteiras - Biscoito': '07h35', 'Feteiras - Igreja': '07h38', 'Relva - Igreja': '07h53', 'Relva - Canto da Pia': '07h58', 'Ponta Delgada - Ramalho': '08h01', 'Ponta Delgada': '08h08', 'Ponta Delgada - Hospital': '08h20'};SUNDAY;None
206-11h00;206;{'Mosteiros - Banda de Além': '11h00', 'Mosteiros - Igreja': '11h05', 'Mosteiros - Ramal': '11h10', 'Varzea': '11h15', 'Ginetes - Igreja': '11h20', 'Candelária - Socorro': '11h25', 'Candelária - Centro': '11h30', 'Feteiras - Biscoito': '11h35', 'Feteiras - Igreja': '11h38', 'Relva - Igreja': '11h53', 'Relva - Canto da Pia': '11h58', 'Ponta Delgada - Ramalho': '12h01', 'Ponta Delgada': '12h08', 'Ponta Delgada - Hospital': '12h20'};SUNDAY;None
206-15h00;206;{'Mosteiros - Banda de Além': '15h00', 'Mosteiros - Igreja': '15h05', 'Mosteiros - Ramal': '15h10', 'Varzea': '15h15', 'Ginetes - Igreja': '15h20', 'Candelária - Socorro': '15h25', 'Candelária - Centro': '15h30', 'Feteiras - Biscoito': '15h35', 'Feteiras - Igreja': '15h38', 'Relva - Igreja': '15h53', 'Relva - Canto da Pia': '15h58', 'Ponta Delgada - Ramalho': '16h01', 'Ponta Delgada': '16h08', 'Ponta Delgada - Hospital': '16h20'};SUNDAY;None
206-18h15;206;{'Mosteiros - Banda de Além': '18h15', 'Mosteiros - Igreja': '18h20', 'Mosteiros - Ramal': '18h25', 'Varzea': '18h30', 'Ginetes - Igreja': '18h35', 'Candelária - Socorro': '18h40', 'Candelária - Centro': '18h45', 'Feteiras - Biscoito': '18h50', 'Feteiras - Igreja': '18h53', 'Relva - Igreja': '19h08', 'Relva - Canto da Pia': '19h13', 'Ponta Delgada - Ramalho': '19h16', 'Ponta Delgada': '19h23', 'Ponta Delgada - Hospital': '19h35'};SUNDAY;None
206-07h50;206;{'Ponta Delgada': '07h50', 'Av Principe Mónaco': '07h55', 'Ponta Delgada - Ramalho': '07h57', 'Relva - Canto da Pia': '08h02', 'Feteiras - Igreja': '08h17', 'Feteiras - Biscoito': '08h20', 'Candelária - Centro': '08h25', 'Candelária - Socorro': '08h30', 'Ginetes - Igreja': '08h35', 'Varzea': '08h40', 'Mosteiros - Ramal': '08h45', 'Mosteiros - Igreja': '08h50', 'Mosteiros - Banda de Além': '08h55'};SATURDAY;None
206-13h15;206;{'Ponta Delgada': '13h15', 'Av Principe Mónaco': '13h20', 'Ponta Delgada - Ramalho': '13h22', 'Relva - Canto da Pia': '13h27', 'Relva - Igreja': '13h30', 'Feteiras - Igreja': '13h45', 'Feteiras - Biscoito': '13h48', 'Candelária - Centro': '13h53', 'Candelária - Socorro': '13h58', 'Ginetes - Igreja': '14h03', 'Varzea': '14h08', 'Mosteiros - Ramal': '14h13', 'Mosteiros - Igreja': '14h18', 'Mosteiros - Banda de Além': '14h23'};SATURDAY;None
206-15h00;206;{'Ponta Delgada': '15h00', 'Ponta Delgada - Hospital': '14h45', 'Av Principe Mónaco': '15h05', 'Ponta Delgada - Ramalho': '15h07', 'Relva - Canto da Pia': '15h12', 'Relva - Igreja': '15h15', 'Feteiras - Igreja': '15h30', 'Feteiras - Biscoito': '15h33', 'Candelária - Centro': '15h38', 'Candelária - Socorro': '15h43', 'Ginetes - Igreja': '15h48', 'Varzea': '15h53', 'Mosteiros - Ramal': '15h58', 'Mosteiros - Igreja': '16h03', 'Mosteiros - Banda de Além': '16h08'};SATURDAY;None
206-17h30;206;{'Ponta Delgada': '17h30', 'Av Principe Mónaco': '17h35', 'Ponta Delgada - Ramalho': '17h37', 'Relva - Canto da Pia': '17h42', 'Feteiras - Igreja': '17h57', 'Feteiras - Biscoito': '18h00', 'Candelária - Centro': '18h05', 'Candelária - Socorro': '18h10', 'Ginetes - Igreja': '18h15', 'Varzea': '18h20', 'Mosteiros - Ramal': '18h25', 'Mosteiros - Igreja': '18h30', 'Mosteiros - Banda de Além': '18h35'};SATURDAY;None
206-19h00;206;{'Ponta Delgada': '19h00', 'Av Principe Mónaco': '19h05', 'Ponta Delgada - Ramalho': '19h07', 'Relva - Canto da Pia': '19h12', 'Feteiras - Igreja': '19h27', 'Feteiras - Biscoito': '19h30', 'Candelária - Centro': '19h35', 'Candelária - Socorro': '19h40', 'Ginetes - Igreja': '19h45', 'Varzea': '19h50', 'Mosteiros - Ramal': '19h55', 'Mosteiros - Igreja': '20h00', 'Mosteiros - Banda de Além': '20h05'};SATURDAY;None
206-08h45;206;{'Ponta Delgada - Hospital': '08h45', 'Ponta Delgada': '09h00', 'Av Principe Mónaco': '09h05', 'Ponta Delgada - Ramalho': '09h07', 'Relva - Canto da Pia': '09h12', 'Relva - Igreja': '09h15', 'Feteiras - Igreja': '09h30', 'Feteiras - Biscoito': '09h33', 'Candelária - Centro': '09h38', 'Candelária - Socorro': '09h43', 'Ginetes - Igreja': '09h48', 'Varzea': '09h53', 'Mosteiros - Ramal': '09h58', 'Mosteiros - Igreja': '10h03', 'Mosteiros - Banda de Além': '10h08'};SUNDAY;None
206-12h15;206;{'Ponta Delgada - Hospital': '12h15', 'Ponta Delgada': '12h30', 'Av Principe Mónaco': '12h35', 'Ponta Delgada - Ramalho': '12h37', 'Relva - Canto da Pia': '12h42', 'Relva - Igreja': '12h45', 'Feteiras - Igreja': '13h00', 'Feteiras - Biscoito': '13h03', 'Candelária - Centro': '13h08', 'Candelária - Socorro': '13h13', 'Ginetes - Igreja': '13h18', 'Varzea': '13h23', 'Mosteiros - Ramal': '13h28', 'Mosteiros - Igreja': '13h33', 'Mosteiros - Banda de Além': '13h38'};SUNDAY;None
206-16h25;206;{'Ponta Delgada - Hospital': '16h25', 'Ponta Delgada': '16h40', 'Av Principe Mónaco': '16h45', 'Ponta Delgada - Ramalho': '16h47', 'Relva - Canto da Pia': '16h52', 'Relva - Igreja': '16h55', 'Feteiras - Igreja': '17h10', 'Feteiras - Biscoito': '17h13', 'Candelária - Centro': '17h18', 'Candelária - Socorro': '17h23', 'Ginetes - Igreja': '17h28', 'Varzea': '17h33', 'Mosteiros - Ramal': '17h38', 'Mosteiros - Igreja': '17h43', 'Mosteiros - Banda de Além': '17h48'};SUNDAY;None
206-19h35;206;{'Ponta Delgada - Hospital': '19h35', 'Ponta Delgada': '19h45', 'Av Principe Mónaco': '19h50', 'Ponta Delgada - Ramalho': '19h52', 'Relva - Canto da Pia': '19h57', 'Relva - Igreja': '20h00', 'Feteiras - Igreja': '20h15', 'Feteiras - Biscoito': '20h18', 'Candelária - Centro': '20h23', 'Candelária - Socorro': '20h28', 'Ginetes - Igreja': '20h33', 'Varzea': '20h38', 'Mosteiros - Ramal': '20h43', 'Mosteiros - Igreja': '20h48', 'Mosteiros - Banda de Além': '20h53'};SUNDAY;None
202-08h50;202;{'Covoada - Encruzilhada': '08h50', 'Relva - Canto da Pia': '08h58', 'Ponta Delgada - Ramalho': '09h01', 'Ponta Delgada': '09h08'};SATURDAY;None
202-11h30;202;{'Ponta Delgada': '11h30', 'Av Principe Mónaco': '11h35', 'Ponta Delgada - Ramalho': '11h37', 'Relva - Canto da Pia': '11h42', 'Covoada - Encruzilhada': '11h53'};SATURDAY;None
202-08h25;202;{'Ponta Delgada': '08h25', 'Av Principe Mónaco': '08h30', 'Ponta Delgada - Ramalho': '08h32', 'Relva - Canto da Pia': '08h37', 'Covoada - Encruzilhada': '08h45'};WEEKDAY;None
202-11h30;202;{'Ponta Delgada': '11h30', 'Av Principe Mónaco': '11h35', 'Ponta Delgada - Ramalho': '11h37', 'Relva - Canto da Pia': '11h42', 'Covoada - Encruzilhada': '11h50'};WEEKDAY;None
202-15h45;202;{'Ponta Delgada': '15h45', 'Av Principe Mónaco': '15h50', 'Ponta Delgada - Ramalho': '15h52', 'Relva - Canto da Pia': '15h57', 'Covoada - Encruzilhada': '16h05'};WEEKDAY;None
202-18h10;202;{'Ponta Delgada': '18h10', 'Av Principe Mónaco': '18h15', 'Ponta Delgada - Ramalho': '18h17', 'Relva - Canto da Pia': '18h22', 'Covoada - Encruzilhada': '18h30'};WEEKDAY;None
202-07h00;202;{'Covoada - Encruzilhada': '07h00', 'Relva - Canto da Pia': '07h08', 'Ponta Delgada - Ramalho': '07h11', 'Ponta Delgada': '07h20'};WEEKDAY;None
202-08h00;202;{'Covoada - Encruzilhada': '08h00', 'Relva - Canto da Pia': '08h08', 'Ponta Delgada - Ramalho': '08h11', 'Ponta Delgada': '08h20'};WEEKDAY;None
202-08h50;202;{'Covoada - Encruzilhada': '08h50', 'Relva - Canto da Pia': '08h58', 'Ponta Delgada - Ramalho': '09h01', 'Ponta Delgada': '09h10'};WEEKDAY;None
202-13h00;202;{'Covoada - Encruzilhada': '13h00', 'Relva - Canto da Pia': '13h08', 'Ponta Delgada - Ramalho': '13h11', 'Ponta Delgada': '13h20'};WEEKDAY;None
200-08h10;200;{'Ponta Delgada': '08h10', 'Av Principe Mónaco': '08h15', 'Ponta Delgada - Ramalho': '08h17', 'Relva - Canto da Pia': '08h22', 'Relva - Igreja': '08h30'};WEEKDAY;None
200-09h10;200;{'Ponta Delgada': '09h10', 'Av Principe Mónaco': '09h15', 'Ponta Delgada - Ramalho': '09h17', 'Relva - Canto da Pia': '09h22', 'Relva - Igreja': '09h30'};WEEKDAY;None
200-10h10;200;{'Ponta Delgada': '10h10', 'Av Principe Mónaco': '15h15', 'Ponta Delgada - Ramalho': '17h17', 'Relva - Canto da Pia': '22h22', 'Relva - Igreja': '30h30'};WEEKDAY;None
200-11h10;200;{'Ponta Delgada': '11h10', 'Av Principe Mónaco': '11h15', 'Ponta Delgada - Ramalho': '11h17', 'Relva - Canto da Pia': '11h22', 'Relva - Igreja': '11h30'};WEEKDAY;None
200-12h10;200;{'Ponta Delgada': '12h10', 'Av Principe Mónaco': '12h15', 'Ponta Delgada - Ramalho': '12h17', 'Relva - Canto da Pia': '12h22', 'Relva - Igreja': '12h30'};WEEKDAY;None
200-14h10;200;{'Ponta Delgada': '14h10', 'Av Principe Mónaco': '14h15', 'Ponta Delgada - Ramalho': '14h17', 'Relva - Canto da Pia': '14h22', 'Relva - Igreja': '14h30'};WEEKDAY;None
200-17h10;200;{'Ponta Delgada': '17h10', 'Av Principe Mónaco': '17h15', 'Ponta Delgada - Ramalho': '17h17', 'Relva - Canto da Pia': '17h22', 'Relva - Igreja': '17h30'};WEEKDAY;None
200-18h10;200;{'Ponta Delgada': '18h10', 'Av Principe Mónaco': '18h15', 'Ponta Delgada - Ramalho': '18h17', 'Relva - Canto da Pia': '18h22', 'Relva - Igreja': '18h30'};WEEKDAY;None
200-19h10;200;{'Ponta Delgada': '19h10', 'Av Principe Mónaco': '19h15', 'Ponta Delgada - Ramalho': '19h17', 'Relva - Canto da Pia': '19h22', 'Relva - Igreja': '19h30'};WEEKDAY;None
200-20h10;200;{'Ponta Delgada': '20h10', 'Av Principe Mónaco': '20h15', 'Ponta Delgada - Ramalho': '20h17', 'Relva - Canto da Pia': '20h22', 'Relva - Igreja': '20h30'};WEEKDAY;None
200-07h00;200;{'Relva - Igreja': '07h00', 'Relva - Canto da Pia': '07h05', 'Ponta Delgada - Ramalho': '07h10', 'Ponta Delgada': '07h20'};WEEKDAY;None
200-08h35;200;{'Relva - Igreja': '08h35', 'Relva - Canto da Pia': '08h40', 'Ponta Delgada - Ramalho': '08h45', 'Ponta Delgada': '08h55'};WEEKDAY;None
200-09h35;200;{'Relva - Igreja': '09h35', 'Relva - Canto da Pia': '09h40', 'Ponta Delgada - Ramalho': '09h45', 'Ponta Delgada': '09h55'};WEEKDAY;None
200-10h35;200;{'Relva - Igreja': '10h35', 'Relva - Canto da Pia': '10h40', 'Ponta Delgada - Ramalho': '10h45', 'Ponta Delgada': '10h55'};WEEKDAY;None
200-11h35;200;{'Relva - Igreja': '11h35', 'Relva - Canto da Pia': '11h40', 'Ponta Delgada - Ramalho': '11h45', 'Ponta Delgada': '11h55'};WEEKDAY;None
200-12h35;200;{'Relva - Igreja': '12h35', 'Relva - Canto da Pia': '12h40', 'Ponta Delgada - Ramalho': '12h45', 'Ponta Delgada': '12h55'};WEEKDAY;None
200-13h35;200;{'Relva - Igreja': '13h35', 'Relva - Canto da Pia': '13h40', 'Ponta Delgada - Ramalho': '13h45', 'Ponta Delgada': '13h55'};WEEKDAY;None
200-14h35;200;{'Relva - Igreja': '14h35', 'Relva - Canto da Pia': '14h40', 'Ponta Delgada - Ramalho': '14h45', 'Ponta Delgada': '14h55'};WEEKDAY;None
200-16h35;200;{'Relva - Igreja': '16h35', 'Relva - Canto da Pia': '16h40', 'Ponta Delgada - Ramalho': '16h45', 'Ponta Delgada': '16h55'};WEEKDAY;None
200-17h35;200;{'Relva - Igreja': '17h35', 'Relva - Canto da Pia': '17h40', 'Ponta Delgada - Ramalho': '17h45', 'Ponta Delgada': '17h55'};WEEKDAY;None
200-18h35;200;{'Relva - Igreja': '18h35', 'Relva - Canto da Pia': '18h40', 'Ponta Delgada - Ramalho': '18h45', 'Ponta Delgada': '18h55'};WEEKDAY;None
200-19h35;200;{'Relva - Igreja': '19h35', 'Relva - Canto da Pia': '19h40', 'Ponta Delgada - Ramalho': '19h45', 'Ponta Delgada': '19h55'};WEEKDAY;None
200-07h45;200;{'Relva - Igreja': '07h45', 'Relva - Canto da Pia': '07h50', 'Ponta Delgada - Ramalho': '07h55', 'Ponta Delgada': '08h03'};SATURDAY;None
200-08h35;200;{'Relva - Igreja': '08h35', 'Relva - Canto da Pia': '08h40', 'Ponta Delgada - Ramalho': '08h45', 'Ponta Delgada': '08h53'};SATURDAY;None
200-09h35;200;{'Relva - Igreja': '09h35', 'Relva - Canto da Pia': '09h40', 'Ponta Delgada - Ramalho': '09h45', 'Ponta Delgada': '09h53'};SATURDAY;None
200-10h35;200;{'Relva - Igreja': '10h35', 'Relva - Canto da Pia': '10h40', 'Ponta Delgada - Ramalho': '10h45', 'Ponta Delgada': '10h53'};SATURDAY;None
200-12h35;200;{'Relva - Igreja': '12h35', 'Relva - Canto da Pia': '12h42', 'Ponta Delgada - Ramalho': '12h46', 'Ponta Delgada': '12h53'};SATURDAY;None
200-08h10;200;{'Ponta Delgada': '08h10', 'Av Principe Mónaco': '08h15', 'Ponta Delgada - Ramalho': '08h17', 'Relva - Igreja': '08h30'};SATURDAY;None
200-09h10;200;{'Ponta Delgada': '09h10', 'Av Principe Mónaco': '09h15', 'Ponta Delgada - Ramalho': '09h17', 'Relva - Igreja': '09h30'};SATURDAY;None
200-10h10;200;{'Ponta Delgada': '10h10', 'Av Principe Mónaco': '10h15', 'Ponta Delgada - Ramalho': '10h17', 'Relva - Igreja': '10h30'};SATURDAY;None
200-12h10;200;{'Ponta Delgada': '12h10', 'Av Principe Mónaco': '12h15', 'Ponta Delgada - Ramalho': '12h17', 'Relva - Igreja': '12h30'};SATURDAY;None
201-13h10;201;{'Ponta Delgada': '13h10', 'Av Principe Mónaco': '13h15', 'Ponta Delgada - Ramalho': '13h17', 'Relva - Canto da Pia': '13h22', 'Relva - Igreja': '13h30'};WEEKDAY;None
201-16h10;201;{'Ponta Delgada': '16h10', 'Av Principe Mónaco': '16h15', 'Ponta Delgada - Ramalho': '16h17', 'Relva - Canto da Pia': '16h22', 'Relva - Igreja': '16h30'};WEEKDAY;None
201-16h40;201;{'Ponta Delgada': '16h40', 'Av Principe Mónaco': '16h45', 'Ponta Delgada - Ramalho': '16h47', 'Relva - Canto da Pia': '16h52', 'Relva - Igreja': '17h00'};WEEKDAY;None
201-07h45;201;{'Relva - Igreja': '07h45', 'Relva - Canto da Pia': '07h50', 'Ponta Delgada - Ramalho': '07h56', 'Ponta Delgada': '08h05'};WEEKDAY;None
203-17h30;203;{'Ponta Delgada': '17h30', 'Av Principe Mónaco': '17h35', 'Ponta Delgada - Ramalho': '17h37', 'Relva - Canto da Pia': '17h42', 'Feteiras - Igreja': '17h57', 'Feteiras - Biscoito': '18h00'};WEEKDAY;None
203-08h10;203;{'Feteiras - Biscoito': '08h10', 'Feteiras - Igreja': '08h13', 'Relva - Canto da Pia': '08h28', 'Ponta Delgada - Ramalho': '08h31', 'Ponta Delgada': '08h40'};WEEKDAY;None
204-06h10;204;{'Candelária - Socorro': '06h10', 'Candelária - Centro': '06h18', 'Feteiras - Biscoito': '06h20', 'Feteiras - Igreja': '06h23', 'Relva - Canto da Pia': '06h38', 'Ponta Delgada - Ramalho': '06h41', 'Ponta Delgada': '06h50'};WEEKDAY;None
204-08h30;204;{'Candelária - Socorro': '08h30', 'Candelária - Centro': '08h39', 'Feteiras - Biscoito': '08h42', 'Feteiras - Igreja': '08h46', 'Relva - Canto da Pia': '09h04', 'Ponta Delgada - Ramalho': '09h10', 'Ponta Delgada': '09h20'};WEEKDAY;None
